10/08/2022	Leonora addio	PN2856	91	1:31	PANOR	18:30:00	IN09	2
10/08/2022	Scarlet	PN2969	100	1:40	PANOR	21:00:00	IN09	2
10/09/2022	Septet: The Story of Hong Kong	PN2851	111	01:51:00	PANOR	10:30:00	IN09	2
10/09/2022		PN2991	70	01:10:00	PORTR	13:15:00	IN09	2
10/09/2022	Crystal Pite: Angels' Atlas	PN3009	65	01:05:00	SHOWC	16:00:00	IN09	2
10/09/2022	The Forger	PN2855	116	01:56:00	PANOR	18:00:00	IN09	2
10/09/2022	Mediterranean Fever	PN2857	108	01:48:00	PANOR	21:00:00	IN09	2
09/29/2022	A Matter of Trust	PN2874	105	01:45:00	PANOR	16:00:00	IN10	2
09/29/2022	The Mountain	PN2895	115	01:55:00	PANOR	18:45:00	IN10	2
09/29/2022	Joyland	PN2882	127	2:07	PANOR	21:30:00	IN10	2
09/30/2022	Adam Ondra: Pushing the Limits	PN2839	77	01:17:00	INSIG	13:30:00	IN10	2
09/30/2022	My Imaginary Country	PN2886	83	01:23:00	INSIG	15:45:00	IN10	2
09/30/2022	The Melt Goes On Forever:...	PN2894	101	01:41:00	PORTR	18:15:00	IN10	2
09/30/2022	What We Do Next	PN2847	77	1:17	PANOR	21:30:00	IN10	2
10/01/2022	Tori and Lokita	PN2934	88	01:28:00	SHOWC	11:00:00	IN10	2
10/01/2022	Thunder	PN2840	92	01:32:00	PANOR	13:30:00	IN10	2
10/01/2022	Joyland	PN2882	127	02:07:00	PANOR	16:00:00	IN10	2
10/01/2022	Piaffe	PN2918	86	01:26:00	PANOR	19:00:00	IN10	2
10/01/2022	A Piece of Sky	PN2858	136	2:16	PANOR	21:30:00	IN10	2
10/02/2022	Unarchived	PN2914	97	01:37:00	INSIG	12:00:00	IN10	2
10/02/2022	Rosie	PN2930	90	01:30:00	NORTHL	15:00:00	IN10	2
10/02/2022	Last Flight Home	PN2852	106	01:46:00	INSIG	18:00:00	IN10	2
10/02/2022	A Woman Escapes	PN2955	81	01:21:00	PANOR	21:00:00	IN10	2
10/03/2022	Good Night Oppy	PN2976	105	01:45:00	IGNITE	12:30:00	IN10	2
10/03/2022	Rebellion	PN2850	82	01:22:00	INSIG	15:45:00	IN10	2
10/03/2022	A Fire Inside	PN2864	92	01:32:00	INSIG	18:00:00	IN10	2
10/03/2022	A Woman Escapes	PN2955	81	01:21:00	PANOR	21:00:00	IN10	2
10/04/2022	The Klabona Keepers	PN2983	69	01:09:00	IGNITE	12:30:00	IN10	2
10/04/2022	Plan 75	PN2841	112	01:52:00	PANOR	15:15:00	IN10	2
10/04/2022	Rosie	PN2930	90	01:30:00	NORTHL	18:00:00	IN10	2
10/04/2022	Something You Said Last Night	PN2927	108	01:48:00	NORTHL	21:00:00	IN10	2
10/05/2022	Black Ice	PN2975	97	01:37:00	IGNITE	12:30:00	IN10	2
10/05/2022	The Klabona Keepers	PN2872	69	01:09:00	INSIG	15:15:00	IN10	2
10/05/2022	North of Normal	PN2929	90	01:30:00	NORTHL	18:15:00	IN10	2
10/05/2022	We Are Family	PN2916	100	01:40:00	PANOR	21:15:00	IN10	2
10/06/2022	Moja Vesna	PN3013	77	01:17:00	IGNITE	12:30:00	IN10	2
10/06/2022	Scarlet	PN2969	100	01:40:00	PANOR	15:30:00	IN10	2
10/06/2022	LAY DOWN YOUR HEART	PN2991	70	01:10:00	PORTR	18:15:00	IN10	2
10/06/2022	The Blue Caftan	PN2869	122	02:02:00	PANOR	21:00:00	IN10	2
10/07/2022	Reel Youth Film Festival	PN2980	76	01:16:00	IGNITE	12:30:00	IN10	2
10/07/2022	North of Normal	PN2929	90	01:30:00	NORTHL	15:00:00	IN10	2
10/07/2022	Fogaréu	PN2843	100	01:40:00	PANOR	18:00:00	IN10	2
10/07/2022	Dos estaciones	PN2820	99	01:39:00	PANOR	21:15:00	IN10	2
